simp	trad	hsk	pinyin	pinyin_tonemarks	pinyin_blocks	pinyin_tones	eng
经费	經費	6	jing1fei4	jīngfèi	jing,fei	1,4	funds; expenses
施加	施加	6	shi1jia1	shījiā	shi,jia	1,1	exert (effort or pressure)
侥幸	僥幸	6	jiao3xing4	jiǎoxìng	jiao,xing	3,4	by luck; by a fluke
繁殖	繁殖	6	fan2zhi2	fánzhí	fan,zhi	2,2	propagate; to breed; reproduce
收缩	收縮	6	shou1suo1	shōusuō	shou,suo	1,1	pull back; shrink
钦佩	欽佩	6	qin1pei4	qīnpèi	qin,pei	1,4	admire; have great respect for
大致	大致	6	da4zhi4	dàzhì	da,zhi	4,4	more or less; roughly; approximately
堵塞	堵塞	6	du3se4	dǔsè	du,se	3,4	block; stop
圆满	圓滿	6	yuan2man3	yuánmǎn	yuan,man	2,3	satisfactory
货币	貨幣	6	huo4bi4	huòbì	huo,bi	4,4	currency; money
表态	表態	6	biao3tai4	biǎotài	biao,tai	3,4	make known one's position; declare where one stands
维生素	維生素	6	wei2sheng1su4	wéishēngsù	wei,sheng,su	2,1,4	vitamin
沐浴	沐浴	6	mu4yu4	mùyù	mu,yu	4,4	take a bath; revel; immerse
树立	樹立	6	shu4li4	shùlì	shu,li	4,4	set up; establish
反馈	反饋	6	fan3kui4	fǎnkuì	fan,kui	3,4	feedback; send information back
便条	便條	6	bian4tiao2	biàntiáo	bian,tiao	4,2	informal note
主导	主導	6	zhu3dao3	zhǔdǎo	zhu,dao	3,3	leading; dominant; guiding
不得已	不得已	6	bu4de2yi3	bùdéyǐ	bu,de,yi	4,2,3	act against one's will; have no alternative
协商	協商	6	xie2shang1	xiéshāng	xie,shang	2,1	consult with; talk things over
冷却	冷卻	6	leng3que4	lěngquè	leng,que	3,4	cooling; cool off
管辖	管轄	6	guan3xia2	guǎnxiá	guan,xia	3,2	administer; have jurisdiction (over)
皱纹	皺紋	6	zhou4wen2	zhòuwén	zhou,wen	4,2	wrinkle; furrow
大臣	大臣	6	da4chen2	dàchén	da,chen	4,2	chancellor
间接	間接	6	jian4jie1	jiànjiē	jian,jie	4,1	indirect
起伏	起伏	6	qi3fu2	qǐfú	qi,fu	3,2	ups and downs; with a wavy motion
笼罩	籠罩	6	long3zhao4	lǒngzhào	long,zhao	3,4	envelop; to shroud; be masked by
派遣	派遣	6	pai4qian3	pàiqiǎn	pai,qian	4,3	send (on a mission); dispatch
扩张	擴張	6	kuo4zhang1	kuòzhāng	kuo,zhang	4,1	expansion; extension
山脉	山脈	6	shan1mai4	shānmài	shan,mai	1,4	mountain range
偏僻	偏僻	6	pian1pi4	piānpì	pian,pi	1,4	remote and isolated; far from the city
调节	調節	6	tiao2jie2	tiáojié	tiao,jie	2,2	adjust; regulate; reconcile
话筒	話筒	6	hua4tong3	huàtǒng	hua,tong	4,3	microphone; transmitter; megaphone
攒	攢	6	zan3	zǎn	zan	3	save; hoard
攒	攢	6	cuan2	cuán	cuan	2	collect together; assemble
撇	撇	6	pie3	piě	pie	3	left-curving stroke (丿); throw; fling
撇	撇	6	pie1	piē	pie	1	cast away/aside; to neglect; abandon
掰	掰	6	bai1	bāi	bai	1	break with both hands
持久	持久	6	chi2jiu3	chíjiǔ	chi,jiu	2,3	duration; enduring; lasting; persistent
崇高	崇高	6	chong2gao1	chónggāo	chong,gao	2,1	lofty; sublime
坚固	堅固	6	jian1gu4	jiāngù	jian,gu	1,4	firm; strong; sturdy
务必	務必	6	wu4bi4	wùbì	wu,bi	4,4	must; need to; be sure to
共鸣	共鳴	6	gong4ming2	gòngmíng	gong,ming	4,2	physical resonance; sympathetic response to something
债券	債券	6	zhai4quan4	zhàiquàn	zhai,quan	4,4	bond
众所周知	眾所周知	6	zhong4 suo3 zhou1 zhi1	zhòng suǒ zhōu zhī	zhong,suo,zhou,zhi	4,3,1,1	as everyone knows; (saying) as is known to everyone
预兆	預兆	6	yu4zhao4	yùzhào	yu,zhao	4,4	omen, sign
重心	重心	6	zhong4xin1	zhòngxīn	zhong,xin	4,1	center of gravity; central core; main part
调动	調動	6	diao4dong4	diàodòng	diao,dong	4,4	to transfer; to maneuver (troops, etc.)
称号	稱號	6	cheng1hao4	chēnghào	cheng,hao	1,4	title; term of address
方圆	方圓	6	fang1yuan2	fāngyuán	fang,yuan	1,2	circumference; neighborhood; vicinity
慎重	慎重	6	shen4zhong4	shènzhòng	shen,zhong	4,4	cautious; careful; prudent
微不足道	微不足道	6	wei1 bu4 zu2 dao4	wēi bù zú dào	wei,bu,zu,dao	1,4,2,4	negligible; insignificant; not worth mentioning
埋怨	埋怨	6	man2yuan4	mányuàn	man,yuan	2,4	complain; blame; connotes sb or sth is to blame
选拔	選拔	6	xuan3ba2	xuǎnbá	xuan,ba	3,2	select the best; choose
追究	追究	6	zhui1jiu1	zhuījiū	zhui,jiu	1,1	investigate; look into; find out
筹备	籌備	6	chou2bei4	chóubèi	chou,bei	2,4	make preparations; get ready for something
国防	國防	6	guo2fang2	guófáng	guo,fang	2,2	national defense
配偶	配偶	6	pei4ou3	pèiǒu	pei,ou	4,3	mate; consort; spouse
行列	行列	6	hang2lie4	hángliè	hang,lie	2,4	procession; ranks; queue
联想	聯想	6	lian2xiang3	liánxiǎng	lian,xiang	2,3	to associate (cognitively); to make an associative connection; mental association; word prediction and auto-complete functions of input method editing programs; abbr. for 联想集团 Lenovo Group (PRC computer firm)
示威	示威	6	shi4wei1	shìwēi	shi,wei	4,1	hold a protest demonstration
漂浮	漂浮	6	piao1fu2	piāofú	piao,fu	1,2	superficial; float; hover; drift
抵制	抵制	6	di3zhi4	dǐzhì	di,zhi	3,4	resistance; refusal (to cooperate); boycott
巷	巷	6	xiang4	xiàng	xiang	4	lane; alley
巷	巷	6	hang4	hàng	hang	4	channel; tunnel
前景	前景	6	qian2jing3	qiánjǐng	qian,jing	2,3	outlook; future (prospects); foreground
闪烁	閃爍	6	shan3shuo4	shǎnshuò	shan,shuo	3,4	to twinkle; to flicker; glimmer
计较	計較	6	ji4jiao4	jìjiào	ji,jiao	4,4	focus excessively on; haggle; bicker; argue
敏捷	敏捷	6	min3jie2	mǐnjié	min,jie	3,2	nimble; agile; shrewd
恨不得	恨不得	6	hen4 bu5 de5	hèn bu de	hen,bu,de	4,5,5	cannot bear not; be dying to
废除	廢除	6	fei4chu2	fèichú	fei,chu	4,2	abolish; annul; abrogate
寂静	寂靜	6	ji4jing4	jìjìng	ji,jing	4,4	quiet
四肢	四肢	6	si4zhi1	sìzhī	si,zhi	4,1	arms and legs; the four limbs of the body
器材	器材	6	qi4cai2	qìcái	qi,cai	4,2	equipment; material
嗅觉	嗅覺	6	xiu4jue2	xiùjué	xiu,jue	4,2	sense of smell; scent
制裁	制裁	6	zhi4cai2	zhìcái	zhi,cai	4,2	punish; (economic) sanctions
盛	盛	6	cheng2	chéng	cheng	2	contain; to ladle; to fill
盛	盛	6	sheng4	shèng	sheng	4	flourishing; grand; abundant
丰盛	豐盛	6	feng1sheng4	fēngshèng	feng,sheng	1,4	sumptuous; lavish
过滤	過濾	6	guo4lv4	guòlǜ	guo,lü	4,4	to filter; filter
渺小	渺小	6	miao3xiao3	miǎoxiǎo	miao,xiao	3,3	tiny; minute; negligible
腐蚀	腐蝕	6	fu3shi2	fǔshí	fu,shi	3,2	erode; corrode; corrupt; rusty
胡乱	胡亂	6	hu2luan4	húluàn	hu,luan	2,4	carelessly; recklessly; casually
特长	特長	6	te4chang2	tècháng	te,chang	4,2	strong point; specialty
振奋	振奮	6	zhen4fen4	zhènfèn	zhen,fen	4,4	stir oneself up; raise one's spirits; inspire
加工	加工	6	jia1 gong1	jiā gōng	jia,gong	1,1	to process; processing; machining
分泌	分泌	6	fen1mi4	fēnmì	fen,mi	1,4	secrete
高峰	高峰	6	gao1feng1	gāofēng	gao,feng	1,1	peak; summit; apex
相应	相應	6	xiang1ying4	xiāngyìng	xiang,ying	1,4	correspond; relevant
瘸	瘸	6	que2	qué	que	2	lame
流露	流露	6	liu2lu4	liúlù	liu,lu	2,4	express; reveal (one's thoughts or feelings)
启程	啟程	6	qi3cheng2	qǐchéng	qi,cheng	3,2	set out on a journey
倾斜	傾斜	6	qing1xie2	qīngxié	qing,xie	1,2	incline; lean; to slant; to slope; to tilt
借助	借助	6	jie4zhu4	jièzhù	jie,zhu	4,4	get help from
遗失	遺失	6	yi2shi1	yíshī	yi,shi	2,1	lose; lose due to carelessness
混淆	混淆	6	hun4xiao2	hùnxiáo	hun,xiao	4,2	obscure; confuse; mix up; blur; mislead; confusing
气概	氣概	6	qi4gai4	qìgài	qi,gai	4,4	mettle; spirit; gumption
机动	機動	6	ji1dong4	jīdòng	ji,dong	1,4	motorized; mobile; flexible
承办	承辦	6	cheng2ban4	chéngbàn	cheng,ban	2,4	undertake; accept an assignment
冤枉	冤枉	6	yuan1wang5	yuānwang	yuan,wang	1,5	to wrong; injustice; not worthwhile
倒闭	倒閉	6	dao3bi4	dǎobì	dao,bi	3,4	go bankrupt; close down
事迹	事跡	6	shi4ji4	shìjì	shi,ji	4,4	achievement; deed
逼迫	逼迫	6	bi1po4	bīpò	bi,po	1,4	to force; compel; coerce
礼节	禮節	6	li3jie2	lǐjié	li,jie	3,2	etiquette; proprieties; festival
富裕	富裕	6	fu4yu4	fùyù	fu,yu	4,4	rich; to prosper; wealthy
书籍	書籍	6	shu1ji2	shūjí	shu,ji	1,2	books; works
之际	之際	6	zhi1ji4	zhījì	zhi,ji	1,4	during; at the time of; the time when something happens
表决	表決	6	biao3jue2	biǎojué	biao,jue	3,2	decide by vote; vote
皮革	皮革	6	pi2ge2	pígé	pi,ge	2,2	leather
枯燥	枯燥	6	ku1zao4	kūzào	ku,zao	1,4	dry and dull; uninteresting
惦记	惦記	6	dian4ji4	diànjì	dian,ji	4,4	to remember with concern; to be concerned about; to think about; to keep thinking about; to worry about
平原	平原	6	ping2yuan2	píngyuán	ping,yuan	2,2	field; plain; flatlands
和蔼	和藹	6	he2ai3	héǎi	he,ai	2,3	kindly; good-tempered; amiable
记性	記性	6	ji4xing5	jìxing	ji,xing	4,5	memory
衰老	衰老	6	shuai1lao3	shuāilǎo	shuai,lao	1,3	grow old; age; deteriorate
正规	正規	6	zheng4gui1	zhèngguī	zheng,gui	4,1	formal; regular; according to standards
品种	品種	6	pin3zhong3	pǐnzhǒng	pin,zhong	3,3	breed; variety
公告	公告	6	gong1gao4	gōnggào	gong,gao	1,4	post; announcement
转达	轉達	6	zhuan3da2	zhuǎndá	zhuan,da	3,2	pass on; convey; communicate
粉末	粉末	6	fen3mo4	fěnmò	fen,mo	3,4	fine powder; dust
掀起	掀起	6	xian1qi3	xiānqǐ	xian,qi	1,3	lift; raise in height
平面	平面	6	ping2mian4	píngmiàn	ping,mian	2,4	a plane (i.e. flat surface); type; category
嚷	嚷	6	rang1; rang3	rāng; rǎng	rang,; rang	1,3	blurt out; shout
贬低	貶低	6	bian3di1	biǎndī	bian,di	3,1	to belittle; depreciate; disparage
空洞	空洞	6	kong1dong4	kōngdòng	kong,dong	1,4	empty; hollow; vacuous; devoid of content
种植	種植	6	zhong4zhi2	zhòngzhí	zhong,zhi	4,2	plant; grow; crop
猛烈	猛烈	6	meng3lie4	měngliè	meng,lie	3,4	fierce; violent
爱戴	愛戴	6	ai4dai4	àidài	ai,dai	4,4	love and respect
支柱	支柱	6	zhi1zhu4	zhīzhù	zhi,zhu	1,4	pillar; prop; mainstay; backbone
探讨	探討	6	tan4tao3	tàntǎo	tan,tao	4,3	inquire into; explore
心态	心態	6	xin1tai4	xīntài	xin,tai	1,4	pyschology; mentality; spirit
关怀	關懷	6	guan1huai2	guānhuái	guan,huai	1,2	care; solicitude; show care for; concerned about; attentive to
辫子	辮子	6	bian4zi5	biànzi	bian,zi	4,5	plait; braid; pigtail
胸膛	胸膛	6	xiong1tang2	xiōngtáng	xiong,tang	1,2	chest (body part)
胡须	胡須	6	hu2xu1	húxū	hu,xu	2,1	beard; moustache; whiskers
国务院	國務院	6	guo2wu4yuan4	guówùyuàn	guo,wu,yuan	2,4,4	State Council (PRC); State Department (USA)
繁忙	繁忙	6	fan2mang2	fánmáng	fan,mang	2,2	busy; bustling
民间	民間	6	min2jian1	mínjiān	min,jian	2,1	among the people; popular; folk
无动于衷	無動於衷	6	wu2dong4yu2zhong1	wúdòngyúzhōng	wu,dong,yu,zhong	2,4,2,1	aloof; indifferent; unconcerned; untouched
宽敞	寬敞	6	kuan1chang5	kuānchang	kuan,chang	1,5	spacious; commodious
商标	商標	6	shang1biao1	shāngbiāo	shang,biao	1,1	trademark; logo
受罪	受罪	6	shou4zui4	shòuzuì	shou,zui	4,4	endure hardships; have a hard time
体谅	體諒	6	ti3liang4	tǐliàng	ti,liang	3,4	empathize; express sympathy; allow (for something)
风味	風味	6	feng1wei4	fēngwèi	feng,wei	1,4	local flavor; local style
过渡	過渡	6	guo4du4	guòdù	guo,du	4,4	to cross a river by ferry; transition; interim
见解	見解	6	jian4jie3	jiànjiě	jian,jie	4,3	view; opinion; understanding
熨	熨	6	yun4	yùn	yun	4	iron; press
濒临	瀕臨	6	bin1lin2	bīnlín	bin,lin	1,2	on the verge of
根源	根源	6	gen1yuan2	gēnyuán	gen,yuan	1,2	origin; root; source
定期	定期	6	ding4qi1	dìngqī	ding,qi	4,1	regularly; at regular intervals
凑合	湊合	6	cou4he5	còuhe	cou,he	4,5	bring together; make do in a bad situation; improvise
健全	健全	6	jian4quan2	jiànquán	jian,quan	4,2	Perfect; sound; to perfect/strengthen/amplify
中立	中立	6	zhong1li4	zhōnglì	zhong,li	1,4	neutral; neutrality
谅解	諒解	6	liang4jie3	liàngjiě	liang,jie	4,3	understanding; make an allowance for; forgive
自主	自主	6	zi4zhu3	zìzhǔ	zi,zhu	4,3	independent; to act for oneself; autonomous
急切	急切	6	ji2qie4	jíqiè	ji,qie	2,4	eager; impatient; imperative
开展	開展	6	kai1zhan3	kāizhǎn	kai,zhan	1,3	begin to develop; to launch
台风	台風	6	tai2feng1	táifēng	tai,feng	2,1	typhoon
畅销	暢銷	6	chang4xiao1	chàngxiāo	chang,xiao	4,1	best seller; chart-topping; very marketable
犹如	猶如	6	you2ru2	yóurú	you,ru	2,2	just as; similar to; appearing to be
款式	款式	6	kuan3shi4	kuǎnshì	kuan,shi	3,4	pattern; design; style
断定	斷定	6	duan4ding4	duàndìng	duan,ding	4,4	conclude; determine; figure out
徒弟	徒弟	6	tu2di4	túdì	tu,di	2,4	disciple
大肆	大肆	6	da4si4	dàsì	da,si	4,4	wantonly; without any constraint
不时	不時	6	bu4shi2	bùshí	bu,shi	4,2	frequently; often; at any time
肖像	肖像	6	xiao4xiang4	xiàoxiàng	xiao,xiang	4,4	portrait
照耀	照耀	6	zhao4yao4	zhàoyào	zhao,yao	4,4	to shine; illuminate
储蓄	儲蓄	6	chu3xu4	chǔxù	chu,xu	3,4	to save; to deposit
修建	修建	6	xiu1jian4	xiūjiàn	xiu,jian	1,4	to build; to construct; renovate
盘旋	盤旋	6	pan2xuan2	pánxuán	pan,xuan	2,2	spiral; coil; circle; go around
橙	橙	6	cheng2	chéng	cheng	2	orange (color); orange (fruit, tree)
懒惰	懶惰	6	lan3duo4	lǎnduò	lan,duo	3,4	lazy; idle
平庸	平庸	6	ping2yong1	píngyōng	ping,yong	2,1	mediocre
小心翼翼	小心翼翼	6	xiao3xin1 yi4yi4	xiǎoxīn yìyì	xiao,xin,yi,yi	3,1,4,4	carefully; cautiously; with great care
可口	可口	6	ke3kou3	kěkǒu	ke,kou	3,3	tasty; taste good
默默	默默	6	mo4mo4	mòmò	mo,mo	4,4	in silence; not speaking
题材	題材	6	ti2cai2	tícái	ti,cai	2,2	subject matter
糟蹋	糟蹋	6	zao1ta4	zāotà	zao,ta	1,4	waste; ruin; wreck; spoil; slander
生锈	生鏽	6	sheng1xiu4	shēngxiù	sheng,xiu	1,4	to rust
文物	文物	6	wen2wu4	wénwù	wen,wu	2,4	cultural relic; historical relic
弹性	彈性	6	tan2xing4	tánxìng	tan,xing	2,4	flexibility; elasticity
个体	個體	6	ge4ti3	gètǐ	ge,ti	4,3	individual
陶醉	陶醉	6	tao2zui4	táozuì	tao,zui	2,4	be intoxicated (with power, success, etc.)
赠送	贈送	6	zeng4song4	zèngsòng	zeng,song	4,4	give as a present
海滨	海濱	6	hai3bin1	hǎibīn	hai,bin	3,1	shore; seaside
庄稼	庄稼	6	zhuang1jia5	zhuāngjia	zhuang,jia	1,5	farm crops
就职	就職	6	jiu4 zhi2	jiù zhí	jiu,zhi	4,2	take office; assume a post
叼	叼	6	diao1	diāo	diao	1	hold sth. in the mouth
凡是	凡是	6	fan2shi4	fánshì	fan,shi	2,4	every; any; all; without exception
轮廓	輪廓	6	lun2kuo4	lúnkuò	lun,kuo	2,4	outline; silhouette
演变	演變	6	yan3bian4	yǎnbiàn	yan,bian	3,4	develop; evolve
委员	委員	6	wei3yuan2	wěiyuán	wei,yuan	3,2	committee member; committee; council
二氧化碳	二氧化碳	6	er4yang3hua4tan4	èryǎnghuàtàn	er,yang,hua,tan	4,3,4,4	carbon dioxide; CO2
规范	規范	6	gui1fan4	guīfàn	gui,fan	1,4	standard (design or model); norm; without variation; to specify
烘	烘	6	hong1	hōng	hong	1	to dry or warm by the fire; to bake; to heat by fire; to set off by contrast
灵敏	靈敏	6	ling2min3	língmǐn	ling,min	2,3	sensitive (of an instrument); agile; acute
晋升	晉升	6	jin4sheng1	jìnshēng	jin,sheng	4,1	promote to a higher position
分明	分明	6	fen1ming2	fēnmíng	fen,ming	1,2	clear; distinct; evidently; clearly
钩子	鉤子	6	gou1zi5	gōuzi	gou,zi	1,5	hook
气压	氣壓	6	qi4ya1	qìyā	qi,ya	4,1	atmospheric pressure; barometric pressure
恰巧	恰巧	6	qia4qiao3	qiàqiǎo	qia,qiao	4,3	happen by chance; coincidence
境界	境界	6	jing4jie4	jìngjiè	jing,jie	4,4	boundary; state; realm; level
口头	口頭	6	kou3tou2	kǒutóu	kou,tou	3,2	oral; verbal
创立	創立	6	chuang4li4	chuànglì	chuang,li	4,4	to found; establish
不禁	不禁	6	bu4jin1	bùjīn	bu,jin	4,1	cannot help; can't refrain from
驻扎	駐扎	6	zhu4zha1	zhùzhā	zhu,zha	4,1	to station; to garrison (troops)
情理	情理	6	qing2li3	qínglǐ	qing,li	2,3	reason; sense
庄严	庄嚴	6	zhuang1yan2	zhuāngyán	zhuang,yan	1,2	stately; dignified
剧烈	劇烈	6	ju4lie4	jùliè	ju,lie	4,4	acute; violent; severe
任性	任性	6	ren4xing4	rènxìng	ren,xing	4,4	willful; headstrong
严峻	嚴峻	6	yan2jun4	yánjùn	yan,jun	2,4	grim; severe; rigorous; harsh
辛勤	辛勤	6	xin1qin2	xīnqín	xin,qin	1,2	hardworking; diligent; industrious
蹬	蹬	6	deng1	dēng	deng	1	press down with the foot; step back or into something
蹬	蹬	6	deng4	dèng	deng	4	step; stirrup; stairs
气势	氣勢	6	qi4shi4	qìshì	qi,shi	4,4	imposing manner; look of great force or imposing manner
呼吁	呼吁	6	hu1yu4	hūyù	hu,yu	1,4	call on (someone to do something); appeal
含糊	含糊	6	han2hu5	hánhu	han,hu	2,5	unclear; vague; unsure
君子	君子	6	jun1zi3	jūnzǐ	jun,zi	1,3	gentleman; man of noble character
反面	反面	6	fan3mian4	fǎnmiàn	fan,mian	3,4	the reverse side of sth.; opposite side of a topic
卓越	卓越	6	zhuo2yue4	zhuóyuè	zhuo,yue	2,4	distinction; excellence; splendid
充当	充當	6	chong1dang1	chōngdāng	chong,dang	1,1	serve as; play the part of
不愧	不愧	6	bu2kui4	búkuì	bu,kui	2,4	be worthy of; deserve to be called; prove oneself to be
领悟	領悟	6	ling3wu4	lǐngwù	ling,wu	3,4	comprehend; grasp; fathom
过瘾	過癮	6	guo4yin3	guòyǐn	guo,yin	4,3	satisfy a craving; get a kick out of sth; do to one's heart's content
资本	資本	6	zi1ben3	zīběn	zi,ben	1,3	(Economics) capital; asset
筛选	篩選	6	shai1xuan3	shāixuǎn	shai,xuan	1,3	to filter; to sift
潇洒	瀟洒	6	xiao1sa3	xiāosǎ	xiao,sa	1,3	free and easy
搁	擱	6	ge1	gē	ge	1	to place; put aside
搁	擱	6	ge2	gé	ge	2	to bear; endure
当代	當代	6	dang1dai4	dāngdài	dang,dai	1,4	present day; contemporary
坚硬	堅硬	6	jian1ying4	jiānyìng	jian,ying	1,4	hard; solid
周期	周期	6	zhou1qi1	zhōuqī	zhou,qi	1,1	period; cycle; rhythm
公然	公然	6	gong1ran2	gōngrán	gong,ran	1,2	(do something) openly; undisguised
齐心协力	齊心協力	6	qi2xin1xie2li4	qíxīnxiélì	qi,xin,xie,li	2,1,2,4	make concerted efforts
高超	高超	6	gao1chao1	gāochāo	gao,chao	1,1	excellent; superb
高涨	高漲	6	gao1zhang3	gāozhǎng	gao,zhang	1,3	upsurge; (tensions, etc.) run high
顽强	頑強	6	wan2qiang2	wánqiáng	wan,qiang	2,2	tenacious; hard to defeat
逢	逢	6	feng2	féng	feng	2	to meet; come upon
资深	資深	6	zi1shen1	zīshēn	zi,shen	1,1	experienced; senior
论坛	論壇	6	lun4tan2	lùntán	lun,tan	4,2	forum
素质	素質	6	su4zhi4	sùzhì	su,zhi	4,4	inner quality; basic essence; character quality
文凭	文憑	6	wen2ping2	wénpíng	wen,ping	2,2	diploma
寄托	寄托	6	ji4tuo1	jìtuō	ji,tuo	4,1	entrust somebody someone's care; consign; commit
实质	實質	6	shi2zhi4	shízhì	shi,zhi	2,4	substance; essence; gist
安详	安詳	6	an1xiang2	ānxiáng	an,xiang	1,2	serene; composed
丙	丙	6	bing3	bǐng	bing	3	bright; fire (3rd Heavenly Stem)
上任	上任	6	shang4 ren4	shàng rèn	shang,ren	4,4	take office
鉴别	鑒別	6	jian4bie2	jiànbié	jian,bie	4,2	differentiate; distinguish
郑重	鄭重	6	zheng4zhong4	zhèngzhòng	zheng,zhong	4,4	serious; solemn
通用	通用	6	tong1yong4	tōngyòng	tong,yong	1,4	in common use; interchangeable; General Motors
谜语	謎語	6	mi2yu3	míyǔ	mi,yu	2,3	riddle; conundrum
蔑视	蔑視	6	mie4shi4	mièshì	mie,shi	4,4	despise; loathe; disparage; scorn
拥护	擁護	6	yong1hu4	yōnghù	yong,hu	1,4	to support; endorse
名额	名額	6	ming2e2	míngé	ming,e	2,2	particular number of people; quota
仓促	倉促	6	cang1cu4	cāngcù	cang,cu	1,4	hurried
钙	鈣	6	gai4	gài	gai	4	calcium
采购	採購	6	cai3gou4	cǎigòu	cai,gou	3,4	make purchases for an organization; go shopping
采纳	採納	6	cai3na4	cǎinà	cai,na	3,4	accept; adopt (idea, plan, proposal)
著作	著作	6	zhu4zuo4	zhùzuò	zhu,zuo	4,4	work; book; writing
片断	片斷	6	pian4duan4	piànduàn	pian,duan	4,4	part; passage; extract; fragment; snatch
桥梁	橋梁	6	qiao2liang2	qiáoliáng	qiao,liang	2,2	bridge
搅拌	攪拌	6	jiao3ban4	jiǎobàn	jiao,ban	3,4	stir; mix up
丑恶	丑惡	6	chou3e4	chǒuè	chou,e	3,4	ugly; repulsive; odiousness
践踏	踐踏	6	jian4ta4	jiàntà	jian,ta	4,4	trample
被动	被動	6	bei4dong4	bèidòng	bei,dong	4,4	passive
甭	甭	6	beng2	béng	beng	2	need not; (contraction of 不 and 用)
柔和	柔和	6	rou2he2	róuhé	rou,he	2,2	gentle; soft; mild
机智	機智	6	ji1zhi4	jīzhì	ji,zhi	1,4	tact; quick-witted; resourceful
寻觅	尋覓	6	xun2mi4	xúnmì	xun,mi	2,4	to seek; to look for
密度	密度	6	mi4du4	mìdù	mi,du	4,4	density; thickness; consistency
人道	人道	6	ren2dao4	réndào	ren,dao	2,4	humanitarianism; humane
领会	領會	6	ling3hui4	lǐnghuì	ling,hui	3,4	understand; comprehend; grasp
走漏	走漏	6	zou3lou4	zǒulòu	zou,lou	3,4	leak (information, liquid, etc); divulge; reveal
花瓣	花瓣	6	hua1ban4	huābàn	hua,ban	1,4	petal
推论	推論	6	tui1lun4	tuīlùn	tui,lun	1,4	infer; a deduction; a corollary
恰到好处	恰到好處	6	qia4 dao4 hao3 chu4	qià dào hǎo chù	qia,dao,hao,chu	4,4,3,4	just right; it's just perfect
大意	大意	6	da4yi4	dàyì	da,yi	4,4	main idea; general idea; gist
飞跃	飛躍	6	fei1yue4	fēiyuè	fei,yue	1,4	to leap
颠簸	顛簸	6	dian1bo3	diānbǒ	dian,bo	1,3	shake; to jolt; bump
阵地	陣地	6	zhen4di4	zhèndì	zhen,di	4,4	position; battlefront
配备	配備	6	pei4bei4	pèibèi	pei,bei	4,4	provide; outfit with; deploy
调料	調料	6	tiao2liao4	tiáoliào	tiao,liao	2,4	seasoning; flavoring
精华	精華	6	jing1hua2	jīnghuá	jing,hua	1,2	elite; best feature; most important part of an object; essence; quintessence
支出	支出	6	zhi1chu1	zhīchū	zhi,chu	1,1	spend; pay out; expense
开阔	開闊	6	kai1kuo4	kāikuò	kai,kuo	1,4	wide; open (spaces)
座右铭	座右銘	6	zuo4you4ming2	zuòyòumíng	zuo,you,ming	4,4,2	motto
外行	外行	6	wai4hang2	wàiháng	wai,hang	4,2	layman; amateur; nonprofessional
土壤	土壤	6	tu3rang3	tǔrǎng	tu,rang	3,3	soil; earth
留神	留神	6	liu2 shen2	liú shén	liu,shen	2,2	(idiom) take care to ...; be careful of ...
生态	生態	6	sheng1tai4	shēngtài	sheng,tai	1,4	way of life; ecology
理睬	理睬	6	li3cai3	lǐcǎi	li,cai	3,3	heed; pay attention to (usually used in the negative)
标本	標本	6	biao1ben3	biāoběn	biao,ben	1,3	specimen; sample; the root cause and symptoms of a disease
分量	分量	6	fen4liang4	fènliàng	fen,liang	4,4	weight; heft; amount
凝视	凝視	6	ning2shi4	níngshì	ning,shi	2,4	gaze; stare
信誉	信譽	6	xin4yu4	xìnyù	xin,yu	4,4	reputation; prestige; trust
黄昏	黃昏	6	huang2hun1	huánghūn	huang,hun	2,1	dusk; evening; nightfall
请教	請教	6	qing3jiao4	qǐngjiào	qing,jiao	3,4	consult; seek advice
私自	私自	6	si1zi4	sīzì	si,zi	1,4	private; secretly; without permission
泄气	泄氣	6	xie4qi4	xièqì	xie,qi	4,4	despair; feel like giving up/disappointing; pathetic
挥霍	揮霍	6	hui1huo4	huīhuò	hui,huo	1,4	squander money without restraint; squander
形态	形態	6	xing2tai4	xíngtài	xing,tai	2,4	shape; form; pattern
对策	對策	6	dui4ce4	duìcè	dui,ce	4,4	countermeasure for dealing with a situation
哨	哨	6	shao4	shào	shao	4	a whistle; sentry post
遭殃	遭殃	6	zao1 yang1	zāo yāng	zao,yang	1,1	to suffer a calamity; go through a disaster
遗留	遺留	6	yi2liu2	yíliú	yi,liu	2,2	legacy; leave over; hand down
还原	還原	6	huan2yuan2	huányuán	huan,yuan	2,2	restore to the original state; (Chemistry) reduce
薄弱	薄弱	6	bo2ruo4	bóruò	bo,ruo	2,4	weak; frail
精密	精密	6	jing1mi4	jīngmì	jing,mi	1,4	accuracy; exact; precise; refined
牢固	牢固	6	lao2gu4	láogù	lao,gu	2,4	firm; secure; solid
杂技	雜技	6	za2ji4	zájì	za,ji	2,4	acrobatics
全局	全局	6	quan2ju2	quánjú	quan,ju	2,2	overall situation
神仙	神仙	6	shen2xian1	shénxiān	shen,xian	2,1	fig. lighthearted person; Daoist immortal; supernatural entity; (in modern fiction) fairy, elf, leprechaun, etc.; supernatural being, celestial being, immortal; a person who has the power of clairvoyance or who is free from worldly cares
瓦解	瓦解	6	wa3jie3	wǎjiě	wa,jie	3,3	collapse; disintegrate; crumble
晾	晾	6	liang4	liàng	liang	4	dry in the air/sun; (colloquial) snub or ignore
